"clistingid","ilanguageid","csku","icategory","ccreateuser","dcreatedate"
"98234f94-d8c9-1004-8a97-438cca05a146",null,"H539","80",null,"2015-02-07 00:00:00"
"98234f94-d8c9-1004-8a97-438cca05a146",null,"H539","289",null,"2015-02-07 00:00:00"
"982412e4-d8c9-1004-8a97-438cca05a146",null,"H501","77",null,"2015-02-07 00:00:00"
"982412e4-d8c9-1004-8a97-438cca05a146",null,"H501","79",null,"2015-02-07 00:00:00"
"9824fd44-d8c9-1004-8a97-438cca05a146",null,"H495","77",null,"2015-02-07 00:00:00"
"9824fd44-d8c9-1004-8a97-438cca05a146",null,"H495","79",null,"2015-02-07 00:00:00"
"9824fd44-d8c9-1004-8a97-438cca05a146",null,"H495","283",null,"2015-02-07 00:00:00"
"982635c4-d8c9-1004-8a97-438cca05a146",null,"H494","77",null,"2015-02-07 00:00:00"
"982635c4-d8c9-1004-8a97-438cca05a146",null,"H494","79",null,"2015-02-07 00:00:00"
"982635c4-d8c9-1004-8a97-438cca05a146",null,"H494","283",null,"2015-02-07 00:00:00"
"9826f914-d8c9-1004-8a97-438cca05a146",null,"H491","77",null,"2015-02-07 00:00:00"
"9826f914-d8c9-1004-8a97-438cca05a146",null,"H491","79",null,"2015-02-07 00:00:00"
"9827bc64-d8c9-1004-8a97-438cca05a146",null,"H401","77",null,"2015-02-07 00:00:00"
"9827bc64-d8c9-1004-8a97-438cca05a146",null,"H401","79",null,"2015-02-07 00:00:00"
"9827bc64-d8c9-1004-8a97-438cca05a146",null,"H401","285",null,"2015-02-07 00:00:00"
"98287fb4-d8c9-1004-8a97-438cca05a146",null,"H398","77",null,"2015-02-07 00:00:00"
"98287fb4-d8c9-1004-8a97-438cca05a146",null,"H398","80",null,"2015-02-07 00:00:00"
"98287fb4-d8c9-1004-8a97-438cca05a146",null,"H398","288",null,"2015-02-07 00:00:00"
"98294304-d8c9-1004-8a97-438cca05a146",null,"H373","77",null,"2015-02-07 00:00:00"
"98294304-d8c9-1004-8a97-438cca05a146",null,"H373","79",null,"2015-02-07 00:00:00"
"98294304-d8c9-1004-8a97-438cca05a146",null,"H373","283",null,"2015-02-07 00:00:00"
"982a0654-d8c9-1004-8a97-438cca05a146",null,"H370","77",null,"2015-02-07 00:00:00"
"982a0654-d8c9-1004-8a97-438cca05a146",null,"H370","79",null,"2015-02-07 00:00:00"
"982a0654-d8c9-1004-8a97-438cca05a146",null,"H370","283",null,"2015-02-07 00:00:00"
"982b1828-d8c9-1004-8a97-438cca05a146",null,"H342W","18",null,"2015-02-07 00:00:00"
"982b1828-d8c9-1004-8a97-438cca05a146",null,"H342W","19",null,"2015-02-07 00:00:00"
"982b1828-d8c9-1004-8a97-438cca05a146",null,"H342W","137",null,"2015-02-07 00:00:00"
"982c0288-d8c9-1004-8a97-438cca05a146",null,"H342RP","18",null,"2015-02-07 00:00:00"
"982c0288-d8c9-1004-8a97-438cca05a146",null,"H342RP","19",null,"2015-02-07 00:00:00"
"982c0288-d8c9-1004-8a97-438cca05a146",null,"H342RP","137",null,"2015-02-07 00:00:00"
"982c9ec8-d8c9-1004-8a97-438cca05a146",null,"H342B","18",null,"2015-02-07 00:00:00"
"982c9ec8-d8c9-1004-8a97-438cca05a146",null,"H342B","19",null,"2015-02-07 00:00:00"
"982c9ec8-d8c9-1004-8a97-438cca05a146",null,"H342B","267",null,"2015-02-07 00:00:00"
"982d6218-d8c9-1004-8a97-438cca05a146",null,"H286","77",null,"2015-02-07 00:00:00"
"982d6218-d8c9-1004-8a97-438cca05a146",null,"H286","79",null,"2015-02-07 00:00:00"
"982d6218-d8c9-1004-8a97-438cca05a146",null,"H286","284",null,"2015-02-07 00:00:00"
"982e9a98-d8c9-1004-8a97-438cca05a146",null,"H280","77",null,"2015-02-07 00:00:00"
"982e9a98-d8c9-1004-8a97-438cca05a146",null,"H280","79",null,"2015-02-07 00:00:00"
"982e9a98-d8c9-1004-8a97-438cca05a146",null,"H280","284",null,"2015-02-07 00:00:00"
"982f84f8-d8c9-1004-8a97-438cca05a146",null,"H279","77",null,"2015-02-07 00:00:00"
"982f84f8-d8c9-1004-8a97-438cca05a146",null,"H279","79",null,"2015-02-07 00:00:00"
"982f84f8-d8c9-1004-8a97-438cca05a146",null,"H279","284",null,"2015-02-07 00:00:00"
"983132a8-d8c9-1004-8a97-438cca05a146",null,"H137","77",null,"2015-02-07 00:00:00"
"983132a8-d8c9-1004-8a97-438cca05a146",null,"H137","80",null,"2015-02-07 00:00:00"
"983132a8-d8c9-1004-8a97-438cca05a146",null,"H137","288",null,"2015-02-07 00:00:00"
"98321d08-d8c9-1004-8a97-438cca05a146",null,"THMR18","77",null,"2015-02-07 00:00:00"
"98321d08-d8c9-1004-8a97-438cca05a146",null,"THMR18","79",null,"2015-02-07 00:00:00"
"983418d8-d8c9-1004-8a97-438cca05a146",null,"THMR17","77",null,"2015-02-07 00:00:00"
"983418d8-d8c9-1004-8a97-438cca05a146",null,"THMR17","79",null,"2015-02-07 00:00:00"
"98352a48-d8c9-1004-8a97-438cca05a146",null,"THMR16","77",null,"2015-02-07 00:00:00"
"98352a48-d8c9-1004-8a97-438cca05a146",null,"THMR16","79",null,"2015-02-07 00:00:00"
"983662c8-d8c9-1004-8a97-438cca05a146",null,"THMR15","77",null,"2015-02-07 00:00:00"
"983662c8-d8c9-1004-8a97-438cca05a146",null,"THMR15","79",null,"2015-02-07 00:00:00"
"983662c8-d8c9-1004-8a97-438cca05a146",null,"THMR15","283",null,"2015-02-07 00:00:00"
"9837267c-d8c9-1004-8a97-438cca05a146",null,"THMR11","77",null,"2015-02-07 00:00:00"
"9837267c-d8c9-1004-8a97-438cca05a146",null,"THMR11","79",null,"2015-02-07 00:00:00"
"9837e9cc-d8c9-1004-8a97-438cca05a146",null,"THMR10","77",null,"2015-02-07 00:00:00"
"9837e9cc-d8c9-1004-8a97-438cca05a146",null,"THMR10","79",null,"2015-02-07 00:00:00"
"9838d42c-d8c9-1004-8a97-438cca05a146",null,"THMR09","77",null,"2015-02-07 00:00:00"
"9838d42c-d8c9-1004-8a97-438cca05a146",null,"THMR09","79",null,"2015-02-07 00:00:00"
"9838d42c-d8c9-1004-8a97-438cca05a146",null,"THMR09","283",null,"2015-02-07 00:00:00"
"9839977c-d8c9-1004-8a97-438cca05a146",null,"THMR07","77",null,"2015-02-07 00:00:00"
"9839977c-d8c9-1004-8a97-438cca05a146",null,"THMR07","79",null,"2015-02-07 00:00:00"
"9839977c-d8c9-1004-8a97-438cca05a146",null,"THMR07","286",null,"2015-02-07 00:00:00"
"983a5acc-d8c9-1004-8a97-438cca05a146",null,"THMR05","77",null,"2015-02-07 00:00:00"
"983a5acc-d8c9-1004-8a97-438cca05a146",null,"THMR05","79",null,"2015-02-07 00:00:00"
"983a5acc-d8c9-1004-8a97-438cca05a146",null,"THMR05","286",null,"2015-02-07 00:00:00"
"983b1e1c-d8c9-1004-8a97-438cca05a146",null,"H1322","77",null,"2015-02-07 00:00:00"
"983b1e1c-d8c9-1004-8a97-438cca05a146",null,"H1322","80",null,"2015-02-07 00:00:00"
"983be16c-d8c9-1004-8a97-438cca05a146",null,"H1166","77",null,"2015-02-07 00:00:00"
"983be16c-d8c9-1004-8a97-438cca05a146",null,"H1166","80",null,"2015-02-07 00:00:00"
"983cf2dc-d8c9-1004-8a97-438cca05a146",null,"H1165","77",null,"2015-02-07 00:00:00"
"983cf2dc-d8c9-1004-8a97-438cca05a146",null,"H1165","80",null,"2015-02-07 00:00:00"
"983e2b5c-d8c9-1004-8a97-438cca05a146",null,"H1164","77",null,"2015-02-07 00:00:00"
"983e2b5c-d8c9-1004-8a97-438cca05a146",null,"H1164","80",null,"2015-02-07 00:00:00"
"983f15bc-d8c9-1004-8a97-438cca05a146",null,"H1163","77",null,"2015-02-07 00:00:00"
"983f15bc-d8c9-1004-8a97-438cca05a146",null,"H1163","80",null,"2015-02-07 00:00:00"
"983f15bc-d8c9-1004-8a97-438cca05a146",null,"H1163","287",null,"2015-02-07 00:00:00"
"983fd90c-d8c9-1004-8a97-438cca05a146",null,"H397A","77",null,"2015-02-07 00:00:00"
"983fd90c-d8c9-1004-8a97-438cca05a146",null,"H397A","80",null,"2015-02-07 00:00:00"
"983fd90c-d8c9-1004-8a97-438cca05a146",null,"H397A","289",null,"2015-02-07 00:00:00"
"9840ea7c-d8c9-1004-8a97-438cca05a146",null,"H290B","77",null,"2015-02-07 00:00:00"
"9840ea7c-d8c9-1004-8a97-438cca05a146",null,"H290B","80",null,"2015-02-07 00:00:00"
"9840ea7c-d8c9-1004-8a97-438cca05a146",null,"H290B","288",null,"2015-02-07 00:00:00"
"984186bc-d8c9-1004-8a97-438cca05a146",null,"H1473","81",null,"2015-02-07 00:00:00"
"984186bc-d8c9-1004-8a97-438cca05a146",null,"H1473","199",null,"2015-02-07 00:00:00"
"9842711c-d8c9-1004-8a97-438cca05a146",null,"H1472W","77",null,"2015-02-07 00:00:00"
"9842711c-d8c9-1004-8a97-438cca05a146",null,"H1472W","79",null,"2015-02-07 00:00:00"
"9842711c-d8c9-1004-8a97-438cca05a146",null,"H1472W","283",null,"2015-02-07 00:00:00"
"984334d0-d8c9-1004-8a97-438cca05a146",null,"H1450Y","77",null,"2015-02-07 00:00:00"
"984334d0-d8c9-1004-8a97-438cca05a146",null,"H1450Y","80",null,"2015-02-07 00:00:00"
"984334d0-d8c9-1004-8a97-438cca05a146",null,"H1450Y","288",null,"2015-02-07 00:00:00"
"9843f820-d8c9-1004-8a97-438cca05a146",null,"H1450RP","77",null,"2015-02-07 00:00:00"
"9843f820-d8c9-1004-8a97-438cca05a146",null,"H1450RP","80",null,"2015-02-07 00:00:00"
"9843f820-d8c9-1004-8a97-438cca05a146",null,"H1450RP","288",null,"2015-02-07 00:00:00"
"9844bbd4-d8c9-1004-8a97-438cca05a146",null,"H1404","77",null,"2015-02-07 00:00:00"
"9844bbd4-d8c9-1004-8a97-438cca05a146",null,"H1404","80",null,"2015-02-07 00:00:00"
"9845a634-d8c9-1004-8a97-438cca05a146",null,"H1403","77",null,"2015-02-07 00:00:00"
"9845a634-d8c9-1004-8a97-438cca05a146",null,"H1403","80",null,"2015-02-07 00:00:00"
"98469094-d8c9-1004-8a97-438cca05a146",null,"H1402","77",null,"2015-02-07 00:00:00"
"98469094-d8c9-1004-8a97-438cca05a146",null,"H1402","80",null,"2015-02-07 00:00:00"
"98472cd4-d8c9-1004-8a97-438cca05a146",null,"H1401","77",null,"2015-02-07 00:00:00"
"98472cd4-d8c9-1004-8a97-438cca05a146",null,"H1401","80",null,"2015-02-07 00:00:00"
"9847f024-d8c9-1004-8a97-438cca05a146",null,"H1400","77",null,"2015-02-07 00:00:00"
"9847f024-d8c9-1004-8a97-438cca05a146",null,"H1400","80",null,"2015-02-07 00:00:00"
"9848b374-d8c9-1004-8a97-438cca05a146",null,"H1399","77",null,"2015-02-07 00:00:00"
"9848b374-d8c9-1004-8a97-438cca05a146",null,"H1399","80",null,"2015-02-07 00:00:00"
"984976c4-d8c9-1004-8a97-438cca05a146",null,"H1397","77",null,"2015-02-07 00:00:00"
"984976c4-d8c9-1004-8a97-438cca05a146",null,"H1397","80",null,"2015-02-07 00:00:00"
"984976c4-d8c9-1004-8a97-438cca05a146",null,"H1397","287",null,"2015-02-07 00:00:00"
"984a6124-d8c9-1004-8a97-438cca05a146",null,"H1338W","77",null,"2015-02-07 00:00:00"
"984a6124-d8c9-1004-8a97-438cca05a146",null,"H1338W","80",null,"2015-02-07 00:00:00"
"984a6124-d8c9-1004-8a97-438cca05a146",null,"H1338W","287",null,"2015-02-07 00:00:00"
"984b2474-d8c9-1004-8a97-438cca05a146",null,"H1332P","77",null,"2015-02-07 00:00:00"
"984b2474-d8c9-1004-8a97-438cca05a146",null,"H1332P","80",null,"2015-02-07 00:00:00"
"984c35e4-d8c9-1004-8a97-438cca05a146",null,"H1331B","77",null,"2015-02-07 00:00:00"
"984c35e4-d8c9-1004-8a97-438cca05a146",null,"H1331B","80",null,"2015-02-07 00:00:00"
"984cf934-d8c9-1004-8a97-438cca05a146",null,"H1329Y","77",null,"2015-02-07 00:00:00"
"984cf934-d8c9-1004-8a97-438cca05a146",null,"H1329Y","80",null,"2015-02-07 00:00:00"
"984d9574-d8c9-1004-8a97-438cca05a146",null,"H1303","244",null,"2015-02-07 00:00:00"
"984d9574-d8c9-1004-8a97-438cca05a146",null,"H1303","247",null,"2015-02-07 00:00:00"
"984e58c4-d8c9-1004-8a97-438cca05a146",null,"H400","81",null,"2015-02-07 00:00:00"
"984e58c4-d8c9-1004-8a97-438cca05a146",null,"H400","199",null,"2015-02-07 00:00:00"
"984f6a98-d8c9-1004-8a97-438cca05a146",null,"H394","77",null,"2015-02-07 00:00:00"
"984f6a98-d8c9-1004-8a97-438cca05a146",null,"H394","80",null,"2015-02-07 00:00:00"
"984f6a98-d8c9-1004-8a97-438cca05a146",null,"H394","288",null,"2015-02-07 00:00:00"
"98507c08-d8c9-1004-8a97-438cca05a146",null,"H1102RP","77",null,"2015-02-07 00:00:00"
"98507c08-d8c9-1004-8a97-438cca05a146",null,"H1102RP","80",null,"2015-02-07 00:00:00"
"98518d78-d8c9-1004-8a97-438cca05a146",null,"H1101","77",null,"2015-02-07 00:00:00"
"98518d78-d8c9-1004-8a97-438cca05a146",null,"H1101","80",null,"2015-02-07 00:00:00"
"98518d78-d8c9-1004-8a97-438cca05a146",null,"H1101","288",null,"2015-02-07 00:00:00"
"985229b8-d8c9-1004-8a97-438cca05a146",null,"H1100","77",null,"2015-02-07 00:00:00"
"985229b8-d8c9-1004-8a97-438cca05a146",null,"H1100","80",null,"2015-02-07 00:00:00"
"98531418-d8c9-1004-8a97-438cca05a146",null,"H1052","77",null,"2015-02-07 00:00:00"
"98531418-d8c9-1004-8a97-438cca05a146",null,"H1052","80",null,"2015-02-07 00:00:00"
"9853fe78-d8c9-1004-8a97-438cca05a146",null,"H1053","77",null,"2015-02-07 00:00:00"
"9853fe78-d8c9-1004-8a97-438cca05a146",null,"H1053","80",null,"2015-02-07 00:00:00"
"9854e8d8-d8c9-1004-8a97-438cca05a146",null,"H1050S","77",null,"2015-02-07 00:00:00"
"9854e8d8-d8c9-1004-8a97-438cca05a146",null,"H1050S","80",null,"2015-02-07 00:00:00"
"9855857c-d8c9-1004-8a97-438cca05a146",null,"H1049","77",null,"2015-02-07 00:00:00"
"9855857c-d8c9-1004-8a97-438cca05a146",null,"H1049","80",null,"2015-02-07 00:00:00"
"98566fdc-d8c9-1004-8a97-438cca05a146",null,"H1048","77",null,"2015-02-07 00:00:00"
"98566fdc-d8c9-1004-8a97-438cca05a146",null,"H1048","80",null,"2015-02-07 00:00:00"
"98566fdc-d8c9-1004-8a97-438cca05a146",null,"H1048","289",null,"2015-02-07 00:00:00"
"98575a3c-d8c9-1004-8a97-438cca05a146",null,"H1008","77",null,"2015-02-07 00:00:00"
"98575a3c-d8c9-1004-8a97-438cca05a146",null,"H1008","80",null,"2015-02-07 00:00:00"
"9858449c-d8c9-1004-8a97-438cca05a146",null,"H1007","77",null,"2015-02-07 00:00:00"
"9858449c-d8c9-1004-8a97-438cca05a146",null,"H1007","80",null,"2015-02-07 00:00:00"
"985907ec-d8c9-1004-8a97-438cca05a146",null,"H1006","77",null,"2015-02-07 00:00:00"
"985907ec-d8c9-1004-8a97-438cca05a146",null,"H1006","80",null,"2015-02-07 00:00:00"
"9859f24c-d8c9-1004-8a97-438cca05a146",null,"H1005","77",null,"2015-02-07 00:00:00"
"9859f24c-d8c9-1004-8a97-438cca05a146",null,"H1005","80",null,"2015-02-07 00:00:00"
"985ab59c-d8c9-1004-8a97-438cca05a146",null,"H999","77",null,"2015-02-07 00:00:00"
"985ab59c-d8c9-1004-8a97-438cca05a146",null,"H999","80",null,"2015-02-07 00:00:00"
"985b9ffc-d8c9-1004-8a97-438cca05a146",null,"H1227","235",null,"2015-02-07 00:00:00"
"985b9ffc-d8c9-1004-8a97-438cca05a146",null,"H1227","324",null,"2015-02-07 00:00:00"
"985c8a5c-d8c9-1004-8a97-438cca05a146",null,"H1226","235",null,"2015-02-07 00:00:00"
"985c8a5c-d8c9-1004-8a97-438cca05a146",null,"H1226","324",null,"2015-02-07 00:00:00"
"985d9bcc-d8c9-1004-8a97-438cca05a146",null,"H1225","77",null,"2015-02-07 00:00:00"
"985d9bcc-d8c9-1004-8a97-438cca05a146",null,"H1225","80",null,"2015-02-07 00:00:00"
"985d9bcc-d8c9-1004-8a97-438cca05a146",null,"H1225","287",null,"2015-02-07 00:00:00"
"985ead3c-d8c9-1004-8a97-438cca05a146",null,"H1224","77",null,"2015-02-07 00:00:00"
"985ead3c-d8c9-1004-8a97-438cca05a146",null,"H1224","80",null,"2015-02-07 00:00:00"
"985f708c-d8c9-1004-8a97-438cca05a146",null,"H1222R","77",null,"2015-02-07 00:00:00"
"985f708c-d8c9-1004-8a97-438cca05a146",null,"H1222R","80",null,"2015-02-07 00:00:00"
"985f708c-d8c9-1004-8a97-438cca05a146",null,"H1222R","287",null,"2015-02-07 00:00:00"
"986081fc-d8c9-1004-8a97-438cca05a146",null,"H1222B","77",null,"2015-02-07 00:00:00"
"986081fc-d8c9-1004-8a97-438cca05a146",null,"H1222B","80",null,"2015-02-07 00:00:00"
"98616cc0-d8c9-1004-8a97-438cca05a146",null,"H1221","77",null,"2015-02-07 00:00:00"
"98616cc0-d8c9-1004-8a97-438cca05a146",null,"H1221","80",null,"2015-02-07 00:00:00"
"98625720-d8c9-1004-8a97-438cca05a146",null,"H1220","77",null,"2015-02-07 00:00:00"
"98625720-d8c9-1004-8a97-438cca05a146",null,"H1220","80",null,"2015-02-07 00:00:00"
"98625720-d8c9-1004-8a97-438cca05a146",null,"H1220","287",null,"2015-02-07 00:00:00"
"98631a70-d8c9-1004-8a97-438cca05a146",null,"H1172Y","77",null,"2015-02-07 00:00:00"
"98631a70-d8c9-1004-8a97-438cca05a146",null,"H1172Y","80",null,"2015-02-07 00:00:00"
"98642be0-d8c9-1004-8a97-438cca05a146",null,"H977","77",null,"2015-02-07 00:00:00"
"98642be0-d8c9-1004-8a97-438cca05a146",null,"H977","79",null,"2015-02-07 00:00:00"
"98642be0-d8c9-1004-8a97-438cca05a146",null,"H977","285",null,"2015-02-07 00:00:00"
"98651640-d8c9-1004-8a97-438cca05a146",null,"H915","77",null,"2015-02-07 00:00:00"
"98651640-d8c9-1004-8a97-438cca05a146",null,"H915","80",null,"2015-02-07 00:00:00"
"9865d9f4-d8c9-1004-8a97-438cca05a146",null,"H840","77",null,"2015-02-07 00:00:00"
"9865d9f4-d8c9-1004-8a97-438cca05a146",null,"H840","80",null,"2015-02-07 00:00:00"
"98669d44-d8c9-1004-8a97-438cca05a146",null,"H835S","77",null,"2015-02-07 00:00:00"
"98669d44-d8c9-1004-8a97-438cca05a146",null,"H835S","80",null,"2015-02-07 00:00:00"
"98676094-d8c9-1004-8a97-438cca05a146",null,"H837","77",null,"2015-02-07 00:00:00"
"98676094-d8c9-1004-8a97-438cca05a146",null,"H837","80",null,"2015-02-07 00:00:00"
"98676094-d8c9-1004-8a97-438cca05a146",null,"H837","287",null,"2015-02-07 00:00:00"
"986823e4-d8c9-1004-8a97-438cca05a146",null,"H838BL","77",null,"2015-02-07 00:00:00"
"986823e4-d8c9-1004-8a97-438cca05a146",null,"H838BL","80",null,"2015-02-07 00:00:00"
"98690e44-d8c9-1004-8a97-438cca05a146",null,"H839B","77",null,"2015-02-07 00:00:00"
"98690e44-d8c9-1004-8a97-438cca05a146",null,"H839B","80",null,"2015-02-07 00:00:00"
"98690e44-d8c9-1004-8a97-438cca05a146",null,"H839B","287",null,"2015-02-07 00:00:00"
"9869f8a4-d8c9-1004-8a97-438cca05a146",null,"H805","77",null,"2015-02-07 00:00:00"
"9869f8a4-d8c9-1004-8a97-438cca05a146",null,"H805","80",null,"2015-02-07 00:00:00"
"986ae304-d8c9-1004-8a97-438cca05a146",null,"H782Y","77",null,"2015-02-07 00:00:00"
"986ae304-d8c9-1004-8a97-438cca05a146",null,"H782Y","80",null,"2015-02-07 00:00:00"
"986ba654-d8c9-1004-8a97-438cca05a146",null,"H764W","77",null,"2015-02-07 00:00:00"
"986ba654-d8c9-1004-8a97-438cca05a146",null,"H764W","80",null,"2015-02-07 00:00:00"
"986c4294-d8c9-1004-8a97-438cca05a146",null,"H760W","77",null,"2015-02-07 00:00:00"
"986c4294-d8c9-1004-8a97-438cca05a146",null,"H760W","80",null,"2015-02-07 00:00:00"
"986d05e4-d8c9-1004-8a97-438cca05a146",null,"H752W","77",null,"2015-02-07 00:00:00"
"986d05e4-d8c9-1004-8a97-438cca05a146",null,"H752W","80",null,"2015-02-07 00:00:00"
"986d05e4-d8c9-1004-8a97-438cca05a146",null,"H752W","287",null,"2015-02-07 00:00:00"
"986da288-d8c9-1004-8a97-438cca05a146",null,"H761BL","77",null,"2015-02-07 00:00:00"
"986da288-d8c9-1004-8a97-438cca05a146",null,"H761BL","80",null,"2015-02-07 00:00:00"
"986e65d8-d8c9-1004-8a97-438cca05a146",null,"H759R","77",null,"2015-02-07 00:00:00"
"986e65d8-d8c9-1004-8a97-438cca05a146",null,"H759R","80",null,"2015-02-07 00:00:00"
"986f2928-d8c9-1004-8a97-438cca05a146",null,"H758Y","77",null,"2015-02-07 00:00:00"
"986f2928-d8c9-1004-8a97-438cca05a146",null,"H758Y","80",null,"2015-02-07 00:00:00"
"986f2928-d8c9-1004-8a97-438cca05a146",null,"H758Y","288",null,"2015-02-07 00:00:00"
"98703a98-d8c9-1004-8a97-438cca05a146",null,"H757GR","77",null,"2015-02-07 00:00:00"
"98703a98-d8c9-1004-8a97-438cca05a146",null,"H757GR","80",null,"2015-02-07 00:00:00"
"98703a98-d8c9-1004-8a97-438cca05a146",null,"H757GR","288",null,"2015-02-07 00:00:00"
"9870fde8-d8c9-1004-8a97-438cca05a146",null,"H756W","77",null,"2015-02-07 00:00:00"
"9870fde8-d8c9-1004-8a97-438cca05a146",null,"H756W","80",null,"2015-02-07 00:00:00"
"9871c138-d8c9-1004-8a97-438cca05a146",null,"H753GR","77",null,"2015-02-07 00:00:00"
"9871c138-d8c9-1004-8a97-438cca05a146",null,"H753GR","80",null,"2015-02-07 00:00:00"
"9871c138-d8c9-1004-8a97-438cca05a146",null,"H753GR","287",null,"2015-02-07 00:00:00"
"98728488-d8c9-1004-8a97-438cca05a146",null,"H744W","77",null,"2015-02-07 00:00:00"
"98728488-d8c9-1004-8a97-438cca05a146",null,"H744W","80",null,"2015-02-07 00:00:00"
"987347d8-d8c9-1004-8a97-438cca05a146",null,"H743","18",null,"2015-02-07 00:00:00"
"987347d8-d8c9-1004-8a97-438cca05a146",null,"H743","77",null,"2015-02-07 00:00:00"
"987347d8-d8c9-1004-8a97-438cca05a146",null,"H743","80",null,"2015-02-07 00:00:00"
"987347d8-d8c9-1004-8a97-438cca05a146",null,"H743","274",null,"2015-02-07 00:00:00"
"987347d8-d8c9-1004-8a97-438cca05a146",null,"H743","275",null,"2015-02-07 00:00:00"
"98743238-d8c9-1004-8a97-438cca05a146",null,"H742","18",null,"2015-02-07 00:00:00"
"98743238-d8c9-1004-8a97-438cca05a146",null,"H742","274",null,"2015-02-07 00:00:00"
"98743238-d8c9-1004-8a97-438cca05a146",null,"H742","275",null,"2015-02-07 00:00:00"
"98765518-d8c9-1004-8a97-438cca05a146",null,"H721","244",null,"2015-02-07 00:00:00"
"98765518-d8c9-1004-8a97-438cca05a146",null,"H721","248",null,"2015-02-07 00:00:00"
"98771868-d8c9-1004-8a97-438cca05a146",null,"H606","99",null,"2015-02-07 00:00:00"
"98771868-d8c9-1004-8a97-438cca05a146",null,"H606","228",null,"2015-02-07 00:00:00"
"9877dbb8-d8c9-1004-8a97-438cca05a146",null,"H605","99",null,"2015-02-07 00:00:00"
"9877dbb8-d8c9-1004-8a97-438cca05a146",null,"H605","228",null,"2015-02-07 00:00:00"
"987877f8-d8c9-1004-8a97-438cca05a146",null,"H604","77",null,"2015-02-07 00:00:00"
"987877f8-d8c9-1004-8a97-438cca05a146",null,"H604","80",null,"2015-02-07 00:00:00"
"98793b48-d8c9-1004-8a97-438cca05a146",null,"H603","77",null,"2015-02-07 00:00:00"
"98793b48-d8c9-1004-8a97-438cca05a146",null,"H603","80",null,"2015-02-07 00:00:00"
"987a07f8-d8c9-1004-8a97-438cca05a146",null,"H602","18",null,"2015-02-07 00:00:00"
"987a07f8-d8c9-1004-8a97-438cca05a146",null,"H602","274",null,"2015-02-07 00:00:00"
"987a07f8-d8c9-1004-8a97-438cca05a146",null,"H602","410",null,"2015-02-07 00:00:00"
"987aa758-d8c9-1004-8a97-438cca05a146",null,"H599","77",null,"2015-02-07 00:00:00"
"987aa758-d8c9-1004-8a97-438cca05a146",null,"H599","80",null,"2015-02-07 00:00:00"
"987b6f58-d8c9-1004-8a97-438cca05a146",null,"H598","77",null,"2015-02-07 00:00:00"
"987b6f58-d8c9-1004-8a97-438cca05a146",null,"H598","80",null,"2015-02-07 00:00:00"
"987b6f58-d8c9-1004-8a97-438cca05a146",null,"H598","290",null,"2015-02-07 00:00:00"
"987c3690-d8c9-1004-8a97-438cca05a146",null,"H597","99",null,"2015-02-07 00:00:00"
"987c3690-d8c9-1004-8a97-438cca05a146",null,"H597","228",null,"2015-02-07 00:00:00"
"987d2410-d8c9-1004-8a97-438cca05a146",null,"H490","77",null,"2015-02-07 00:00:00"
"987d2410-d8c9-1004-8a97-438cca05a146",null,"H490","80",null,"2015-02-07 00:00:00"
"987de760-d8c9-1004-8a97-438cca05a146",null,"H446W","18",null,"2015-02-07 00:00:00"
"987de760-d8c9-1004-8a97-438cca05a146",null,"H446W","292",null,"2015-02-07 00:00:00"
"987de760-d8c9-1004-8a97-438cca05a146",null,"H446W","294",null,"2015-02-07 00:00:00"
"987e82d8-d8c9-1004-8a97-438cca05a146",null,"H397","77",null,"2015-02-07 00:00:00"
"987e82d8-d8c9-1004-8a97-438cca05a146",null,"H397","80",null,"2015-02-07 00:00:00"
"987e82d8-d8c9-1004-8a97-438cca05a146",null,"H397","289",null,"2015-02-07 00:00:00"
"987f6888-d8c9-1004-8a97-438cca05a146",null,"H395","77",null,"2015-02-07 00:00:00"
"987f6888-d8c9-1004-8a97-438cca05a146",null,"H395","79",null,"2015-02-07 00:00:00"
"987f6888-d8c9-1004-8a97-438cca05a146",null,"H395","285",null,"2015-02-07 00:00:00"
"988027f0-d8c9-1004-8a97-438cca05a146",null,"H393","77",null,"2015-02-07 00:00:00"
"988027f0-d8c9-1004-8a97-438cca05a146",null,"H393","80",null,"2015-02-07 00:00:00"
"9880e758-d8c9-1004-8a97-438cca05a146",null,"H390","77",null,"2015-02-07 00:00:00"
"9880e758-d8c9-1004-8a97-438cca05a146",null,"H390","80",null,"2015-02-07 00:00:00"
"9880e758-d8c9-1004-8a97-438cca05a146",null,"H390","287",null,"2015-02-07 00:00:00"
"9881d730-d8c9-1004-8a97-438cca05a146",null,"H374","77",null,"2015-02-07 00:00:00"
"9881d730-d8c9-1004-8a97-438cca05a146",null,"H374","80",null,"2015-02-07 00:00:00"
"9881d730-d8c9-1004-8a97-438cca05a146",null,"H374","288",null,"2015-02-07 00:00:00"
"98827370-d8c9-1004-8a97-438cca05a146",null,"H371","77",null,"2015-02-07 00:00:00"
"98827370-d8c9-1004-8a97-438cca05a146",null,"H371","80",null,"2015-02-07 00:00:00"
"98827370-d8c9-1004-8a97-438cca05a146",null,"H371","288",null,"2015-02-07 00:00:00"
"988336c0-d8c9-1004-8a97-438cca05a146",null,"H369","77",null,"2015-02-07 00:00:00"
"988336c0-d8c9-1004-8a97-438cca05a146",null,"H369","80",null,"2015-02-07 00:00:00"
